invocations
0
0
0
0
0
0
8
0
0
0
0
0
2
0
16
0
0
0
0
0
0
0
0
0
2
0
0
0
0
4
22
0
0
0
0
0
0
0
0
0
0
0
170
0
0
6
0
50
0
4
0
0
2
0
0
0
0
2
0
0
0
0
0
0
0
0
0
2
4
2
0
0
2
0
2
0
0
2
0
10
0
0
4
0
0
0
2
0
0
0
0
0
2
0
0
0
4
0
0
0
0
0
0
0
0
0
4
0
0
0
0
2
0
0
2
0
8
0
18
0
0
0
2
0
0
2
0
4
0
0
0
0
0
0
0
0
0
12
0
0
2
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
2
18
0
0
0
0
0
0
0
0
2
10
0
0
0
0
2
2
0
0
0
0
0
0
4
0
0
0
0
0
0
0
24
0
0
0
0
128
0
2
0
4
0
0
0
2
2
0
0
0
4
0
2
0
0
0
0
0
0
0
0
4
0
0
0
0
0
2
0
0
2
0
0
0
0
0
0
0
0
18
0
0
0
0
0
2
9
0
30
2
0
2
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6
0
0
0
0
0
0
18
0
0
12
0
0
0
6
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22
2
0
0
0
0
0
0
0
0
94
0
0
0
0
76
0
0
0
0
0
0
0
0
2
0
0
0
0
2
0
2
0
0
0
0
4
0
0
0
0
0
0
10
0
0
0
0
10
2
0
0
0
0
0
0
0
0
0
0
0
0
0
2
2
0
0
0
0
0
0
10
0
6
0
2
0
0
0
0
0
0
28
0
0
0
0
0
16
0
2
0
0
2
4
0
2
0
0
0
0
0
0
16
0
0
4
0
0
0
0
0
0
2
0
2
0
0
0
0
0
0
0
0
0
0
0
2
0
8
0
2
0
0
6
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
7
0
0
0
0
0
0
0
0
0
0
0
2
4
0
4
0
0
2
0
0
0
0
18
0
0
0
0
4
0
0
0
0
4
8
0
0
0
2
2
2
0
2
0
0
0
0
0
2
0
34
2
2
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
6
0
0
2
0
0
0
0
0
0
0
0
0
7
0
0
2
0
0
0
0
18
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
4
2
4
0
0
0
2
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
24
0
0
0
0
0
0
4
0
2
0
0
0
2
0
0
4
0
2
0
18
0
0
2
4
2
0
0
0
0
0
2
2
0
2
0
0
0
0
0
0
0
18
0
0
4
4
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
2
0
0
0
0
0
2
2
0
0
0
0
0
0
0
0
0
0
2
0
0
0
18
6
0
0
0
0
0
0
0
2
0
2
6
18
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
2
0
0
0
14
0
0
0
0
0
0
6
0
0
2
0
6
0
0
0
0
0
0
4
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
0
4
0
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
18
0
8
0
0
0
0
0
2
0
0
2
0
2
2
0
0
0
0
0
0
0
2
0
2
0
0
0
8
0
0
0
0
0
0
0
0
0
4
0
0
0
0
2
0
0
0
0
0
0
0
0
10
0
0
2
0
2
0
2
4
0
0
0
0
0
0
0
0
128
2
0
0
0
0
0
4
0
0
0
0
0
0
0
18
0
0
0
0
2
4
2
2
0
0
0
0
0
0
0
0
0
4
0
2
0
0
0
2
0
0
128
0
0
0
0
0
0
4
0
0
0
0
18
0
0
2
0
0
0
0
0
2
0
0
0
18
0
0
0
0
0
0
0
0
14
0
4
4
2
0
10
8
0
0
0
0
2
0
2
0
0
18
0
0
0
2
0
0
4
0
0
2
0
6
0
4
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
