invocations
0
0
0
24
0
0
0
0
0
0
0
0
7
0
4
0
0
0
8
0
0
0
0
0
0
0
0
0
0
4
0
0
0
8
0
0
0
0
0
2
0
6
0
0
0
0
18
2
0
0
0
0
2
0
4
0
0
0
2
4
0
0
0
0
2
0
0
0
0
0
2
2
0
2
0
0
0
0
0
0
2
0
16
8
2
0
0
0
2
4
0
0
2
0
4
0
0
0
0
0
2
0
0
170
0
0
0
2
0
0
0
2
0
0
0
0
0
0
12
0
0
0
0
0
2
0
2
0
4
0
2
0
0
0
0
0
6
0
0
0
0
0
4
0
2
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
4
0
2
0
2
0
0
0
0
4
0
0
6
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
30
0
4
0
0
0
18
2
0
0
0
0
0
0
0
0
0
0
0
4
0
2
0
0
2
0
0
0
0
0
0
2
18
0
128
0
0
0
2
2
0
2
0
0
0
9
0
2
0
0
0
2
0
0
0
0
14
0
0
0
2
0
0
0
0
0
0
0
0
0
0
16
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
0
0
0
6
8
0
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
22
18
0
0
4
0
4
2
0
0
0
0
0
0
0
0
0
0
2
0
0
0
2
0
0
0
0
0
0
0
0
6
10
2
0
0
18
0
0
0
0
0
18
0
0
0
0
10
0
0
4
0
4
0
0
4
0
4
0
0
0
0
0
0
0
2
0
0
0
6
0
0
0
0
0
0
0
0
0
0
2
0
2
4
0
0
2
0
0
0
0
0
0
2
0
0
0
2
0
0
0
0
2
0
0
0
2
0
4
0
0
0
2
2
0
0
0
0
2
0
0
0
0
0
0
0
2
0
0
2
0
2
0
0
0
0
2
6
0
0
0
0
0
0
0
2
0
0
8
18
0
10
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
2
94
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
28
2
0
0
0
0
18
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
4
0
2
4
2
0
0
0
0
0
2
0
0
18
0
0
0
2
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
2
0
2
0
0
0
0
0
2
0
0
0
0
0
0
4
0
2
0
0
0
0
0
22
0
0
0
8
0
0
2
0
0
0
0
0
0
0
0
4
0
0
2
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
2
0
2
0
0
0
0
0
0
0
0
0
6
4
18
0
0
0
4
0
0
0
2
0
0
0
0
0
6
0
0
2
0
0
0
2
2
0
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
34
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
2
0
0
0
0
0
0
2
0
0
0
2
0
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
10
4
2
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
10
0
0
0
0
0
24
0
7
0
128
2
2
0
6
0
0
2
0
0
0
0
0
0
2
0
0
16
0
0
4
0
0
14
0
0
0
0
0
0
18
2
0
18
0
0
10
0
0
0
0
0
76
0
0
0
0
0
0
0
4
0
6
0
4
4
0
0
0
4
0
0
0
0
0
0
128
0
0
4
4
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
4
4
0
0
0
2
18
0
0
0
0
0
10
0
0
0
0
2
0
0
0
0
0
0
2
0
4
0
2
0
0
0
0
0
0
0
18
0
0
2
18
2
0
0
0
0
0
0
0
0
0
0
2
0
2
0
2
0
50
2
0
0
0
0
8
0
0
0
2
0
0
2
0
0
0
0
0
0
18
0
0
0
0
0
0
0
0
