cacheHits
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
3
0
0
0
0
2
1
0
0
0
0
0
0
3
0
0
0
2
4
0
0
0
0
2
0
0
0
0
0
2
0
0
2
0
0
0
0
0
0
0
0
10
8
1
0
0
0
0
3
0
0
2
0
2
0
0
0
0
0
2
0
0
34
0
0
0
2
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
2
0
2
0
4
0
2
0
0
0
0
0
1
0
0
0
0
0
2
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
2
0
2
0
2
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
6
0
0
0
0
0
18
2
0
0
0
0
0
0
0
0
0
0
0
4
0
2
0
0
0
0
0
0
0
0
0
0
16
0
75
0
0
0
2
2
0
2
0
0
0
2
0
2
0
0
0
2
0
0
0
0
3
0
0
0
2
0
0
0
0
0
0
0
0
0
0
1
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
0
0
0
6
8
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
1
3
0
0
4
0
4
2
0
0
0
0
0
0
0
0
0
0
2
0
0
0
2
0
0
0
0
0
0
0
0
2
5
2
0
0
2
0
0
0
0
0
2
0
0
0
0
0
0
0
4
0
4
0
0
4
0
4
0
0
0
0
0
0
0
2
0
0
0
6
0
0
0
0
0
0
0
0
0
0
2
0
2
2
0
0
2
0
0
0
0
0
0
2
0
0
0
2
0
0
0
0
2
0
0
0
2
0
4
0
0
0
2
2
0
0
0
0
2
0
0
0
0
0
0
0
2
0
0
2
0
2
0
0
0
0
0
6
0
0
0
0
0
0
0
2
0
0
8
18
0
5
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
2
0
0
0
0
18
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
4
0
2
4
2
0
0
0
0
0
2
0
0
0
0
0
0
2
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
2
0
2
0
0
0
0
0
2
0
0
0
0
0
0
4
0
2
0
0
0
0
0
3
0
0
0
8
0
0
2
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
2
0
0
0
0
0
0
0
0
0
2
3
18
0
0
0
2
0
0
0
2
0
0
0
0
0
6
0
0
2
0
0
0
2
2
0
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
2
0
0
0
0
0
0
2
0
0
0
2
0
0
0
0
0
0
0
0
0
0
3
0
0
0
0
0
0
0
2
4
2
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
8
0
0
0
0
0
19
0
4
0
128
2
2
0
6
0
0
2
0
0
0
0
0
0
2
0
0
2
0
0
2
0
0
0
0
0
0
0
0
0
2
2
0
2
0
0
6
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
6
0
0
4
0
0
0
4
0
0
0
0
0
0
128
0
0
4
2
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
2
0
0
0
2
18
0
0
0
0
0
10
0
0
0
0
2
0
0
0
0
0
0
0
0
2
0
2
0
0
0
0
0
0
0
2
0
0
2
18
2
0
0
0
0
0
0
0
0
0
0
2
0
2
0
0
0
45
2
0
0
0
0
1
0
0
0
2
0
0
2
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
