project,package,class,method,time_green
di-ruan,shared,RDSWrapper,purchaseCoupon.(II)Z,30
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,set.(II)I,31
eevans,SevenZip.Compression.LZMA,Decoder,SetLcLpPb.(III)Z,28
TBtomislav,jxl.biff,FormattingRecords,getFormatRecord.(I)Ljava/lang/Object;,26
endangh,p9.c,ArraysMatakuliah,deleteByIndeks.(I)V,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,getColumnName.(I)Ljava/lang/Object;,27
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnError.(II)Z,28
yxsu,com.petuum.ps.common.util,VectorClock,tick.(I)I,28
Jumping-alien-W-and-M,jumpingalien.model,World,setYWindow.(I)V,26
mithunkumarnallu,SchedulingAlgos,ProcessInfo,UpdateReadyQueueInsertTime.(I)V,27
Jumping-alien-W-and-M,jumpingalien.model,World,getFeature.(II)Ljava/lang/Object;,27
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToHeight.(I)Ljava/lang/Object;,27
sivang,org.kde.necessitas.origo,QtActivity,super_onCreateDialog.(I)Ljava/lang/Object;,26
