project,package,class,method,time_green
bitcrystal,de.bitcrystal.decentralizedexchange.security,BitCrystalKeyGenerator,getByteSizeHash.(I)I,32
sheryanresutov,gui,GamePanel,setGameID.(I)V,28
ronenfilho,com.imagery.imagerymedical,MainActivity,displayView.(I)V,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,getValueAt.(II)Ljava/lang/Object;,27
tkleisas,org.teacake.monolith.apk,HighScoreTable,getHighScore.(I)Ljava/lang/Object;,27
martincameron,micromod,Channel,updateSampleIdx.(II)V,29
TBtomislav,jxl.biff,BuiltInName,getBuiltInName.(I)Ljxl/biff/BuiltInName;,265
lerichard95,-,RandTreeGenInt,exhaustTreeN.(III)Ljava/lang/Object;,117
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingMapActivity,setContentView.(I)V,28
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItemViewType.(I)I,30
luizrogeriocn,-,ListaDeCantinas,removerReferencia.(I)V,30
onespot,onespot.pivotal.api.dao,ProjectMembershipsDAO,getMembershipFromPersonId.(I)Ljava/lang/Object;,28
PrudhviRaju123,akron.zippy.app,HomeScreen21,displayView.(I)V,30
alexditu,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemId.(I)J,42
Jumping-alien-W-and-M,jumpingalien.model,World,setXWindow.(I)V,28
ey-,com.aje.logic16.app.serverApi,api,getScore.(I)Ljava/lang/Object;,29
roma,com.rakuten.rit.roma.romac4j.connection,RomaSocketPool,init.(IIII)V,30
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingActivityHelper,findViewById.(I)Ljava/lang/Object;,29
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getUploadBandwidth.(I)I,27
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItem.(I)Ljava/lang/Object;,27
divinebooger,-,StdDrawPlus,setPenColor.(III)V,90
AxelSilvestre,fr.sedara.pusher.model,Game,playerForward.(II)Z,29
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,byteAtDistance.(I)I,32
billcchung,tw.billchung.taiwancoffeeprices,NavigationDrawerFragment,selectItem.(I)V,29
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,keyUp.(I)Z,28
Tyrtle,trevorwarner.individualgame,UpgradesShop,increasePrice.(II)I,28
gpfjeff,com.gpfcomics.android.ppp,Cardset,setNumberOfRows.(I)V,44
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingPreferenceActivity,setBehindContentView.(I)V,27
divinebooger,-,Board,occupy.(II)V,27
martincameron,ibxm,Data,ubeShort.(I)I,30
divinebooger,-,SortedComparableList,get.(I)Ljava/lang/Comparable;,28
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newStr.(I)I,28
tuanhq,org.thq.business,ContentInfoDAO,getDtoById.(I)Ljava/lang/Object;,29
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isHttp.(II)Z,29
clrung,-,Heap,heapifyDown.(I)V,29
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getOrdenProductoById.(I)Ljava/lang/Object;,30
TBtomislav,jxl.write.biff,RowRecord,getCell.(I)Ljava/lang/Object;,29
divinebooger,huglife,StdDraw,setCanvasSize.(II)V,93
thergbway,gui,MazeVisualizer,addAppropriateFlagIfPossible.(II)V,59
raphapacheco,br.com.backapp.finfacil.activity.spinner_adapter,CategoriaSpinnerAdapter,getItemId.(I)J,28
lluidesia,com.stfalcon.lostandfound.tabs,SlidingTabLayout,setCustomTabView.(II)V,30
yxsu,com.petuum.ps.server,ServerRow,unsubscribe.(I)V,30
pfyuit,com.pfyuit.myalgorithm.datastructure.tree,Heap,trickleUp.(I)V,30
sheryanresutov,GameBackEnd,GameLobby,findGame.(I)Ljava/lang/Object;,29
Freezard,com.example.lab6.dialer,DialerView,playSound.(I)V,30
swapneshgandhi,com.cloudwick.training.patterns,UserFactory,getObject.(I)Ljava/lang/Object;,30
fabiuz7,edu.priceton.cs.graph,GraphGenerator,completeBipartite.(II)Ljava/lang/Object;,29
shred,org.shredzone.feinrip.dvb.si,CharsetMapper,mapCharacterCode.(I)Ljava/nio/charset/Charset;,4086
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnVideoSizeChanged.(IIII)V,30
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,isCellEditable.(II)Z,35
zyq001,edu.bupt.zyq,CountandSay,countAndSay.(I)Ljava/lang/String;,67
yxsu,com.petuum.ps.server,Server,addRowRequest.(IIII)V,31
unaveed,asteroids,Debris,createDebris.(I)Ljava/lang/Object;,30
kinneyyan,com.yanshi.my36kr.activity,MainActivity,selectItem.(I)V,30
patriciocordova,io.vov.vitamio.widget,CenterLayout,onMeasure.(II)V,32
tliu17,-,DirectedMatrixGraph,areNeighbors.(II)Z,31
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,setCheckedItemPosition.(I)V,28
RomanStoyko,com.storoman.app,MainActivity,delayedHide.(I)V,28
mtudora,com.application.timmy.ui,OfficeMapView,onMeasure.(II)V,28
TBtomislav,jxl.format,ScriptStyle,getStyle.(I)Ljxl/format/ScriptStyle;,31
jlnunn2372,bubblePopper,ScoreBoardController,addScoreToList.(II)V,30
DHIS2,org.dhis2.mobile.utils.date.expiryday,SixMonthlyAprilExpiryDayValidator,monthOfYear.(I)I,31
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,readBits.(I)I,34
bitcrystal,de.bitcrystal.decentralizedexchange.security,BitCrystalKeyGenerator,getByteSizeKey.(I)I,35
harithan81,com.lm.service,BookService,findOne.(I)Ljava/lang/Object;,37
Shanmathi1,edu.uic.cs583.msgsp,Input,min.(II)I,33
zyq001,edu.bupt.zyq,FactorialTrailingZeroes,trailingZeroes.(I)I,65
bradfordkyle11,com.kmbapps.classscheduler,SortByDialogFragment,onSortingKeySelected.(I)V,30
SvenDub,nl.svendubbeld.car.activity,CarActivity,onConnectionSuspended.(I)V,28
divinebooger,-,Calculator,add.(II)I,29
divinebooger,huglife,HugLifeUtils,randomInt.(I)I,29
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,shiftHue.(I)Ljava/lang/Object;,33
voodoodyne,org.subethamail.smtp.io,ExtraDotOutputStream,write.(I)V,33
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,checkNoEOF.(I)V,32
zlim,jnt.scimark2,FFT,log2.(I)I,95
srivathsarao,com.vertexnet.realestate.model.tablemodel,PaymentPlansTableModel,getColumnClass.(I)Ljava/lang/Object;,37
shred,org.shredzone.feinrip.gui,JLabelGroup,setVerticalAlignment.(I)V,112
igrief15,-,Board,getPos.(I)Ljava/lang/Object;,31
twitter,com.twitter.http2,HttpConnection,getSendWindowSize.(I)I,30
TBtomislav,jxl.write.biff,RowRecord,removeCell.(I)V,30
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,opLogIterInit.(II)Ljava/lang/Object;,33
jordanywhite,edu.up.cs301.game.config,GameConfig,removePlayer.(I)V,31
divinebooger,huglife,StdDraw,setPenColor.(III)V,94
Ehb-IPG13,be.ehb.ipg13.fastjobs,NavigationDrawerFragment,selectItem.(I)V,30
bradfordkyle11,com.kmbapps.classscheduler,NavigationDrawerFragment,selectItem.(I)V,36
martincameron,micromod.compiler,AudioData,resample.(II)Lmicromod/compiler/AudioData;,30
caseyjames,assignment2,LibraryGeneric,getOverdueList.(III)Ljava/lang/Object;,28
abraxasson,at.abraxas.amarino.plugins.accelerometer,EditActivity,getRateText.(I)Ljava/lang/Object;,29
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,rootedInTree.(I)Ljava/lang/Object;,28
twitter,com.twitter.http2,HttpConnection,getPendingWrite.(I)Ljava/lang/Object;,31
linsonzhao,video.app.autobahn,WebSocketOptions,setSocketReceiveTimeout.(I)V,30
butterflylove,practice,FourSum,isSame.(IIII)Z,55
fbrass,de.spqr.inventorychangeapp,PartServer,changeBackWindowAmount.(I)Z,30
martincameron,micromod,Note,transpose.(II)I,130
Mandrivia,main,ProblemData,getBalloonsCoord.(I)Ljava/lang/Object;,28
tliu17,-,MatrixGraph,areNeighbors.(II)Z,30
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,26
clear2zero,com.ksy.media.widget,MediaPlayerView,doScreenOrientationRotate.(I)V,26
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingFragmentActivity,setBehindContentView.(I)V,27
clear2zero,com.ksy.media.widget,MediaPlayerView,convertAngle2Orientation.(I)I,32
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,cleanVersionOpLogs.(II)V,31
TBtomislav,jxl.format,VerticalAlignment,getAlignment.(I)Ljxl/format/VerticalAlignment;,30
caseyjames,FinalProject,PriorityQueueHEAP,swap.(II)V,29
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingActivity,findViewById.(I)Ljava/lang/Object;,32
WyattPearson,ui,DrawPanel,setBounds.(IIII)V,102
linsonzhao,video.app.autobahn,WebSocketOptions,setSocketConnectTimeout.(I)V,27
clrung,-,Heap,heapifyUp.(I)V,30
isince,com.ndsince.dictsv.Adapter,CustomAdapter,getItem.(I)Ljava/lang/Object;,26
harithan81,com.lm.service,BookService,placeHoldOnBook.(I)Ljava/lang/Object;,27
immlf,ua.pp.lab101.synthesizercontrol.ftdiconverter,DataConverter,returnSetBitMask.(I)B,30
divinebooger,-,StdDrawDemo,drawBoard.(I)V,29
KenyStev,-,PalindromoAir,income.(I)D,28
bradfordkyle11,com.kmbapps.classscheduler,ClassLoader,releaseColor.(II)V,28
luizrogeriocn,-,ListaDeCantinas,adicionarReferencia.(II)V,27
stefanil,com.jsyn.examples,DualOscilloscope,startAudio.(I)V,30
Mandrivia,main,ProblemData,setnX.(I)V,28
jlnunn2372,main.java.bubblePopper,ScoreBoardController,comapreScore.(I)V,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,get.(I)I,42
kinneyyan,com.yanshi.my36kr.adapter.index,FeedAdapter,getItemViewType.(I)I,29
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,write.(I)V,32
ey-,com.aje.logic16.app.GameLogic,Conjunction,getLiteral.(I)Ljava/lang/Object;,31
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,getItem.(I)Ljava/lang/Object;,34
flypigrmvb,kankan.wheel.widget.adapters,NumericWheelAdapter,getItemText.(I)Ljava/lang/Object;,32
raphapacheco,br.com.backapp.finfacil.activity.spinner_adapter,CategoriaSpinnerAdapter,getItem.(I)Ljava/lang/Object;,28
MikeLydeamore,powercrystals.core.gui.controls,ListBox,setSelectedIndex.(I)V,30
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,tournament.(I)Ljava/lang/Object;,30
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getIcon.(II)Ljava/lang/Object;,29
eevans,SevenZip.Compression.RangeCoder,Decoder,DecodeDirectBits.(I)I,31
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getTexture.(II)Ljava/lang/Object;,29
JsonHunt,org.apache.cordova,LinearLayoutSoftKeyboardDetect,onMeasure.(II)V,29
stefanil,org.devel.jfxcontrols.scene.control.skin.animation,VelocityTracker,computeCurrentVelocity.(I)V,30
jlnunn2372,main.java.bubblePopper,ScoreBoardController,setHighScore.(I)V,29
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,isChildSelectable.(II)Z,28
josinmartinez,Pruebas.LocalSearch,EightQueens,rowLessViolationsByColumn.(I)I,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getAugmentedEnergy.(I)I,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,CustomersTableModel,getValueAt.(II)Ljava/lang/Object;,29
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,writeInternal.(I)V,32
RedingG,com.reding.qrcard,WelcomeActivity,setCurDot.(I)V,29
di-ruan,shared,RDSWrapper,getCustomerCoupons.(I)Ljava/lang/Object;,30
tphoney,com.android.neverheardthat,Collection,getArtist.(I)Ljava/lang/Object;,29
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,33
jlnunn2372,bubblePopper,ScoreBoardController,setHighScore.(I)V,29
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToHeight.(I)Ljava/lang/Object;,28
Tibolte,is.arontibo.library.VectorCompat,DrawableCompat,setHotspotBounds.(IIII)V,32
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getOrdenById.(I)Ljava/lang/Object;,31
Mandrivia,main,ProblemData,setCoverageRadius.(I)V,29
sheryanresutov,gui,GamePanel,increaseScore.(I)V,30
jeremux,serveur,GraphImpl,getCptMessage.(I)I,29
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,getColumnClass.(I)Ljava/lang/Object;,46
yxsu,com.petuum.ps.common.util,VectorClock,addClock.(II)V,31
martincameron,ibxm,Data,uleInt.(I)I,38
TBtomislav,jxl.format,UnderlineStyle,getStyle.(I)Ljxl/format/UnderlineStyle;,41
TBtomislav,jxl.write.biff,RowRecord,setRowHeight.(I)V,30
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeDoorAmount.(I)Z,32
kawsar-ahmed,demo,Demo,multiply.(II)I,52
martincameron,ibxm,Data,sByte.(I)B,30
igrief15,-,Board,function.(I)I,31
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,serverAcknowledgeVersion.(II)V,29
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,35
KenyStev,examen1labprg2,Empresa,search.(I)Ljava/lang/Object;,29
sheryanresutov,GameBackEnd,GameBoard,removeSet.(III)V,31
MikeLydeamore,powercrystals.core.gui.controls,Button,drawForeground.(II)V,28
DunnR,-,BinaryTree,search.(I)Z,39
WyattPearson,client,GameController,place.(II)V,32
divinebooger,huglife,HugLifeUtils,randomInt.(II)I,32
lerichard95,-,RandTreeGenInt,exhaustTree.(II)Ljava/lang/Object;,53
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,35
jordanywhite,edu.up.cs301.othello,OthelloState,playDisk.(II)V,30
WyattPearson,-,ReversiGame,flip.(II)V,30
tliu17,-,ClosedHashing,lookUp.(I)V,34
dumchikov,com.grumoon.pulllistview,PullListView,canScroll.(I)Z,30
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarProducto.(I)Z,30
phil132,de.gistribution.beuth.phil.gistribution_v1,NavigationDrawerFragment,selectItem.(I)V,30
compgen-io,io.compgen.common,TallyCounts,incr.(I)V,36
MikeLydeamore,cofh.gui,GuiTextList,selectLine.(I)V,30
KenyStev,ChessChaturanga.Logica.Pieces,Tower,validMovement.(II)Z,28
aurora-lzzp,hex,Func_bin,_convert.(II)Ljava/lang/String;,49
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingFragmentActivity,setContentView.(I)V,29
aurora-lzzp,student,ClassMgr,searchClassbyNum.(I)Ljava/lang/Object;,41
TBtomislav,jxl.biff.formula,FormulaErrorCode,getErrorCode.(I)Ljxl/biff/formula/FormulaErrorCode;,63
zhangruoxu,VC.CodeGen,Emitter,emitFLOAD.(I)V,28
gpfjeff,com.gpfcomics.android.ppp,Cardset,setLastCard.(I)V,31
vehicle-history,io.vehiclehistory.adapter,VehicleDataAdapter,getItem.(I)Ljava/lang/Object;,31
flypigrmvb,kankan.wheel.widget.adapters,ArrayWheelAdapter,getItemText.(I)Ljava/lang/Object;,32
di-ruan,shared,RDSWrapper,getCustomerRegisterId.(I)Ljava/lang/Object;,32
martincameron,micromod,Channel,row.(IIII)V,31
jglewis93,com.example.jon.restroomradar,SchemaContract,getLatitude.(I)D,30
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,remove.(I)S,31
divinebooger,-,Calculator,multiply.(II)I,32
zlim,jnt.scimark2,MonteCarlo,integrate.(I)D,38
clear2zero,com.ksy.media.widget,MediaPlayerMovieRatioView,show.(I)V,42
yxsu,com.petuum.ps.server,CallBackSubs,subscribe.(I)Z,44
coronalabs,plugin.google.iap.v3.util,IabHelper,getResponseDesc.(I)Ljava/lang/Object;,43
frigidrain,scheduler,TaskGroup,setValue.(I)V,41
danvo,android.bignerdranch.com.criminalintent,DatePickerFragment,sendResult.(I)V,42
WyattPearson,-,Board,function.(I)I,43
xujiabin,com.zol.backserver.service,QueryReferTimeService,queryTime.(I)Ljava/lang/Object;,40
jordanywhite,edu.up.cs301.othello,OthelloState,getDisk.(II)Ljava/lang/Object;,42
gpfjeff,com.gpfcomics.android.ppp,Cardset,fitsMaxCardWidth.(II)Z,44
divinebooger,-,Calculator,printHistory.(I)V,44
Jumping-alien-W-and-M,jumpingalien.model,World,getProperXWindow.(I)I,43
Jumping-alien-W-and-M,jumpingalien.model,World,setXWindow.(I)V,40
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,ensureCapacity.(I)V,45
clear2zero,com.ksy.media.widget,CenterLayout,onMeasure.(II)V,43
twitter,com.twitter.http2,HttpConnection,updateAllSendWindowSizes.(I)V,41
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,eliminarCargo.(I)Z,41
harithan81,com.lm.service,UserActivityService,renewBook.(I)Ljava/lang/Object;,40
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,hideButtons.(II)V,42
yxsu,com.petuum.ps.server,Server,clock.(II)Z,30
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,pause.(I)V,29
sheryanresutov,GameBackEnd,Game,leave.(I)V,53
jglewis93,com.example.jon.restroomradar,SchemaContract,getDescription.(I)Ljava/lang/Object;,41
sheryanresutov,GameBackEnd,GameBoard,addCards.(I)V,43
billcchung,tw.billchung.taiwancoffeeprices,MainActivity,onNavigationDrawerItemSelected.(I)V,38
linsonzhao,video.app.autobahn,ByteBufferOutputStream,expand.(I)V,26
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingListActivity,findViewById.(I)Ljava/lang/Object;,27
netixx,fr.enst.infsi351.notedown.fragment,CutPdfRendererFragment,showPage.(II)V,27
eevans,SevenZip.Compression.LZ,InWindow,GetMatchLen.(III)I,29
rails-school,org.railsschool.tiramisu.views.patterns,ReminderSeekbarLabelPattern,_setCurrent.(I)V,28
ahielg,hebrewDate,CalendarUtils,getJewishMonthName.(II)Ljava/lang/Object;,28
sheryanresutov,gui,GamePanel,setTimer.(I)V,28
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingMapActivity,findViewById.(I)Ljava/lang/Object;,28
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopMusic.(I)V,27
mithunkumarnallu,SchedulingAlgos,ProcessInfo,WaitForIO.(I)V,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getValueAt.(II)Ljava/lang/Object;,26
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getCurrentCwnd.(I)I,27
tuanhq,org.thq.business,ContentInfoDAO,deleteDtoById.(I)Z,28
KenyStev,LabProgra2,Residencial,InformacionCasa.(I)Z,28
abraxasson,at.abraxas.amarino.example.plugin.compass,MyEditActivity,getRate.(I)I,28
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getChild.(II)Ljava/lang/Object;,26
josinmartinez,Pruebas.LocalSearch,EightQueens,violations.(I)I,29
Mandrivia,main,ProblemData,setAreaDimension.(III)V,26
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,onPageSelected.(I)V,27
frigidrain,scheduler,TaskGroup,priority.(I)I,29
di-ruan,shared,RDSWrapper,getCustomerConfig.(I)Ljava/lang/Object;,29
lorinczpatrik,tema2_TP,Simulator,addClients.(I)V,28
zyq001,edu.bupt.zyq,MinStack,push.(I)V,28
igrief15,-,Position,unoccupy.(I)V,30
PunchApp,com.android.volley.toolbox,ByteArrayPool,getBuf.(I)[B,29
MikeLydeamore,powercrystals.core.gui.controls,ListBox,onScroll.(I)V,30
TBtomislav,jxl.write.biff,RowRecord,setOutlineLevel.(I)V,30
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isGzip.(II)Z,35
caseyjames,assignment2,Library,getInstanceOf.(I)Ljava/lang/Object;,33
immlf,ua.pp.lab101.synthesizercontrol.activity.accessory,ReadDataFromCSVFileActivity,getTimeInSeconds.(III)I,40
Kevin-unipe,data.br,Data,setMes.(I)V,32
TBtomislav,jxl.biff.formula,CellReference3d,adjustRelativeCellReferences.(II)V,29
tkleisas,org.teacake.monolith.apk,SoundPoolManager,startMusic.(I)V,27
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newCon.(I)I,29
pfyuit,com.pfyuit.myalgorithm.datastructure.graph,PriorityQueue,trickleDown.(I)V,28
KenyStev,-,Picture,get.(II)Ljava/awt/Color;,33
TBtomislav,jxl.write.biff,WritableWorkbookImpl,removeSheet.(I)V,30
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,setHasMoreData.(II)V,29
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,getColumnClass.(I)Ljava/lang/Object;,27
eevans,SevenZip.Compression.LZ,OutWindow,GetByte.(I)B,29
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,scrolled.(I)Z,28
hpu-spring87,com.hpuvoice.fragment,NavigationDrawerFragment,selectItem.(I)V,29
igrief15,-,Position,occupy.(I)V,29
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getRoundTripTime.(I)I,27
xcerox,com.libreriajRR.seguridad,CoreValidacion,isSymbol.(I)Z,29
Jumping-alien-W-and-M,jumpingalien.model,World,getFeature.(II)Ljava/lang/Object;,28
kinneyyan,com.yanshi.my36kr.common.view.slidingTab,SlidingTabLayout,setCustomTabView.(II)V,29
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,getColumnClass.(I)Ljava/lang/Object;,31
clhernandez,cl.usach.lab1.db.DAO.finanzas,ClienteDAO,getClienteById.(I)Ljava/lang/Object;,29
kschlorff16,-,Picture,get.(II)Ljava/awt/Color;,34
WyattPearson,-,Board,occupy.(II)V,28
tliu17,-,ListGraph,getNeighbors.(I)Ljava/util/List;,29
leetea,com.androidexample.noisealert,SoundLevelView,setLevel.(II)V,30
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopSound.(I)V,28
clhernandez,cl.usach.lab1.db.DAO.rrhh,CargoDAO,getCargoById.(I)Ljava/lang/Object;,35
The-WUUSTER,-,Plausibility,indexLookup.(I)I,49
nicolas-legroux,-,GraphBuilder,addPartsOfSize.(II)V,30
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,shiftHue.(I)Ljava/lang/Object;,34
lerichard95,-,RandTreeGenInt,randTree.(II)Ljava/lang/Object;,30
martincameron,micromod,Macro,transpose.(III)I,31
RomanStoyko,com.storoman.app,MainActivity,onCreateDialog.(I)Ljava/lang/Object;,42
sheryanresutov,GameBackEnd,GameLobby,createGame.(I)Ljava/lang/Object;,31
yxsu,com.petuum.ps.server,Server,getBgVersion.(I)I,30
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,skipBytes.(I)V,35
liulinru13,mmrx.com.metrolayout,MetroView,onMeasure.(II)V,33
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getChildrenCount.(I)I,30
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getReadSheet.(I)Ljava/lang/Object;,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarOrdenProducto.(I)Z,38
ahielg,hebrewDate,CalendarUtils,getWeekdayOfHebrewDate.(III)I,29
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,getItemId.(I)J,27
martincameron,micromod,Note,keyToString.(I)Ljava/lang/String;,40
clhernandez,cl.usach.lab1.db.DAO.rrhh,DepartamentoDAO,getDepartamentoById.(I)Ljava/lang/Object;,30
lerichard95,-,RandTreeGenInt,randTreeN.(III)Ljava/lang/Object;,31
BrassGoggledCoders,fantasykingdoms.common.blocks,BlockCustomFiniteFluid,getIcon.(II)Ljava/lang/Object;,29
KenyStev,-,PalindromoAir,firstAvailable.(I)I,30
nicolas-legroux,-,GraphBuilder,isPart.(IIII)Z,30
online-solutions,plus.studio.beta.streamvideo.mediacontroller,VideoControllerView,show.(I)V,30
SalesforceEng,com.salesforce.keystone.roadrunner.nio.streams,ByteBufferOutputStream,write.(I)V,28
vdzundza,main,HashMap,getIndex.(I)I,29
xianc,-,Cell,groupSolve.(IIII)V,151
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemViewType.(I)I,30
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,copyFromEnd.(II)V,33
MikeLydeamore,cofh.gui.client,GuiFriendsList,drawGuiContainerForegroundLayer.(II)V,29
clrung,-,Heap,exchange.(II)V,28
abraxasson,at.abraxas.amarino.plugins.compass,EditActivity,getRateText.(I)Ljava/lang/Object;,28
WyattPearson,server,ReversiGame,flip.(II)V,30
harithan81,com.lm.service,UserActivityService,findOne.(I)Ljava/lang/Object;,28
pfyuit,com.pfyuit.myalgorithm.datastructure.tree,Heap,trickleDown.(I)V,33
TBtomislav,jxl.biff,FormattingRecords,getNumberFormat.(I)Ljava/lang/Object;,32
BoBinLee,com.skhu.service,SkhuBrdService,addSkhuBrd.(II)Z,30
luizrogeriocn,-,ListaDeCantinas,buscarEstoque.(I)I,40
KenyStev,examen1labprg2,Empresa,payEmploye.(I)Z,31
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,canInput_Item.(I)Z,31
jlnunn2372,main.java.bubblePopper,ScoreBoardController,setScore.(I)V,28
vehicle-history,io.vehiclehistory.fragment,NavigationDrawerFragment,selectItem.(I)V,29
si-yao,utility,SocketService,getInstance.(I)Ljava/lang/Object;,29
wenjiang,com.zwb.simple.ui,SelectorDrawable,setColors.(II)V,28
frigidrain,scheduler,TaskGroup,setId.(I)V,29
AdaptiveSystem,com.movie.worth.dao,Ratings,getRatingsOfOneUser.(I)Ljava/lang/Object;,29
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,getValueAt.(II)Ljava/lang/Object;,28
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,getItemId.(I)J,33
MikeLydeamore,cofh.item,ItemBase,getIconFromDamage.(I)Ljava/lang/Object;,33
aurora-lzzp,student,ClassMgr,delClass.(I)Z,28
eevans,SevenZip.Compression.LZMA,Base,StateUpdateShortRep.(I)I,29
tliu17,-,MatrixGraph,getNeighbors.(I)[I,29
Mandrivia,main,ProblemData,isTarget.(II)Z,29
sheryanresutov,GameBackEnd,Game,returnScore.(II)Ljava/lang/Object;,30
martincameron,ibxm,Data,uByte.(I)I,31
divinebooger,-,ArrayList61B,get.(I)Ljava/lang/Object;,30
Jumping-alien-W-and-M,jumpingalien.model,World,getHash.(II)I,30
caseyjames,FinalProject,PriorityQueueHEAP,percolateUp.(I)V,36
jlnunn2372,main.java.bubblePopper,ScoreBoardController,addScoreToList.(II)V,31
sephiroth74,it.sephiroth.android.library.overlaymenu,OverMenuView,createMenuOverlay.(I)V,30
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,getColumnName.(I)Ljava/lang/Object;,28
zyq001,edu.bupt.zyq,PascalsTriangle,generate.(I)Ljava/util/List;,72
